N/A 0,0.0
N/A 1,0.0
N/A 2,0.0
N/A 3,0.0
N/A 4,0.0
N/A 5,0.0
N/A 6,0.0
N/A 7,0.0
N/A 8,0.0
N/A 9,0.0
N/A 10,0.0
N/A 11,0.0
N/A 12,0.0
N/A 13,0.0
N/A 14,0.0
N/A 15,0.0
N/A 16,0.0
N/A 17,0.0
N/A 18,0.0
N/A 19,0.0
N/A 20,0.0
N/A 21,0.0
N/A 22,0.0
N/A 23,0.0
N/A 24,0.0
N/A 25,0.0
N/A 26,0.0
N/A 27,0.0
N/A 28,0.0
29,6.187941086
30,5.162036406
31,37.474665759
32,39.138038692
33,50.409421997
34,13.688433594
35,6.030378081
36,13.760793315
37,8.927634672
38,4.969907254
39,6.979790365
40,5.71707997
41,11.199130178
42,6.879320308
43,61.992012311
44,15.734190922
45,17.304189722
46,7.863145522
47,21.8362104
48,8.545885919
49,107.338478884
50,22.67666905
51,8.521223956
52,5.928334207
53,8.840631534
54,7.067806132
55,16.668089901
56,5.737573853
57,105.365286074
58,5.70633373
59,6.224539523
60,7.199093509
61,7.494130117
62,11.268795039
63,8.842735909
64,28.526902774
65,10.785571807
66,5.97617398
67,160.679102721
68,35.562118763
69,176.742861769
70,34.825177029
71,187.295346018
72,10.148810443
73,6.454738545
74,9.421336899
75,4.903691588
76,6.462562745
77,4.971408296
78,16.24445872
79,5.677952274
80,113.114245649
81,21.253235791
82,134.206808015
83,6.647313524
84,22.956284465
85,139.320604396
86,8.693555853
87,9.830920148
88,35.806448964
89,11.885272319
90,8.357552557
91,36.682459313
92,8.539030949
93,7.624824249
94,263.006848096
95,43.836610607
96,279.994996639
97,278.443969045
98,9.259397883
99,294.784407664
