0,243,9.831603182
1,245,4.503672541
2,250,7.447591329
3,272,5.535074035
4,283,25.430813856
5,290,14.571472523
6,293,7.737539391
7,298,12.594663911
8,302,12.640307682
9,306,12.656236019
10,328,5.252410473
11,331,40.378778667
12,338,17.84075536
13,340,5.841974655
14,349,5.404853644
15,351,13.706388585
16,352,4.287980207
17,358,7.959939754
18,359,14.821796154
19,375,20.256056633
20,391,23.992606046
21,399,29.224259039
22,401,9.473025562
23,405,9.651741192
24,428,6.342116229
25,436,6.010366696
26,440,5.927363449
27,442,22.535850681
28,459,51.578531352
29,460,6.043117581
30,464,5.981580677
31,465,13.548209685
32,466,24.039721652
33,473,13.853446151
34,480,7.005650609
35,502,13.652395389
36,517,9.142384765
37,519,23.152360873
38,520,4.529854761
39,521,8.914355133
40,522,15.207175616
41,524,4.882975904
42,526,15.212278619
43,538,17.177128154
44,541,10.704316301
45,542,17.641919557
46,550,18.585081921
47,555,34.820910043
48,556,6.416212098
49,564,6.552208129
50,574,21.725875688
51,594,27.21018559
52,595,52.579319922
53,598,22.970075181
54,599,53.328524365
55,608,6.041923466
56,609,14.854146505
57,617,19.369424731
58,620,6.069290776
59,639,68.017972656
60,643,67.502527582
61,644,6.143275882
62,656,4.272954278
63,663,18.423855136
64,678,13.719829913
65,679,22.245434618
66,686,13.843934328
67,692,4.778748631
68,700,4.860253053
69,706,16.700174075
70,713,10.381482643
71,714,17.198223648
72,722,18.502212022
73,725,11.497853052
74,729,11.487380813
75,734,20.047028456
76,744,5.459840084
77,750,23.273861019
78,755,45.551078648
79,758,27.079273583
80,759,48.150520635
81,765,14.256852753
82,766,23.854778868
83,770,28.966290892
84,774,30.1480688
85,782,27.187004939
86,784,6.667111481
87,792,6.091266164
88,802,29.914095118
89,807,68.170028631
90,809,16.207525178
91,813,16.417606842
92,829,21.953507603
93,837,17.233574064
94,861,22.219651435
95,870,34.024379712
96,872,7.481130832
97,878,42.301157339
98,882,37.857868689
99,891,94.804950565
