0,9.858908281
1,5.957394204
2,5.794182372
3,7.412248014
4,5.721086196
5,5.750621915
6,5.750678515
7,6.077260256
8,1.046883067
9,1.054124589
10,2.317472492
11,2.496366171
12,2.424741135
13,2.768907115
14,3.225585962
15,2.431693323
16,3.892973691
17,3.996825709
18,3.916750608
19,7.42097224
20,5.912464727
21,5.923753918
22,7.80680799
23,8.855654093
24,8.057488954
25,10.323269839
26,8.063797789
27,8.34353752
28,27.509233858
29,31.190039388
30,43.051382537
31,39.369049613
32,52.590538847
33,53.390093574
34,41.4733021
35,44.769440943
36,46.698290954
37,50.215872198
38,45.872838591
39,51.799442895
40,64.240172986
41,64.604119453
42,69.366551305
43,67.194457686
44,82.06926388
45,68.661464707
46,69.6273669
47,67.788037595
48,65.301800708
49,66.373712467
50,83.134301188
51,89.06394186
52,69.510915157
53,68.049150526
54,100.710141851
55,108.949483597
56,55.6219613
57,70.045023599
58,71.076048819
59,79.650728269
60,79.816519918
61,82.819377373
62,115.278619052
63,88.024402807
64,138.203601737
65,90.532697034
66,85.892986791
ERROR: 67,272.896205525
68,90.531539119
69,86.65915283
ERROR: 70,853.704193582
71,87.7057576
72,91.201653913
73,91.108319989
74,95.819184847
ERROR: 75,319.804353676
76,107.857530992
ERROR: 77,744.295600611
78,103.410275097
79,109.153603195
80,118.054528982
81,110.618841098
ERROR: 82,241.286577966
83,80.572289993
84,60.814936807
85,68.978382518
86,69.83201088
87,96.356190354
88,103.307498664
ERROR: 89,1289.30313325
N/A: 90,0.0
N/A: 91,0.0
92,105.901315786
ERROR: 93,965.209846172
94,98.037972911
95,98.346632872
96,101.116037588
97,97.169106626
98,102.69872238
N/A: 99,0.0
