0,4.685331504
1,4.764446003
2,4.77466788
3,12.527045558
4,6.136007727
5,4.741330608
6,19.790292747
7,4.809420217
8,5.603257941
9,24.804724286
10,0.379438482
11,0.379438482
12,0.187069652
13,0.992480434
14,0.177631013
15,0.177631013
16,0.177631013
17,0.177631013
18,0.408057987
19,0.426866419
20,0.399891142
21,0.594529377
22,0.594529377
23,0.594529377
24,0.594529377
25,0.594529377
26,0.594529377
27,0.594529377
28,0.594529377
29,5.524800643
30,6.262078537
31,26.525635717
32,27.95377917
33,36.686682892
34,14.096407628
35,7.186634768
36,13.904748676
37,7.895942178
38,6.136517972
39,9.484756321
40,9.846932091
41,12.722191795
42,7.835508345
43,43.954882362
44,17.615089144
45,18.711238177
46,8.314584915
47,18.572469667
48,9.051813227
49,63.527005064
50,19.061029314
51,10.620620447
52,8.063976731
53,9.701112054
54,5.715265414
55,12.366213285
56,6.87220271
57,40.631026407
58,6.908341169
59,6.965354568
60,7.933685613
61,8.04783527
62,9.104587738
63,8.402146288
64,21.16769159
65,9.718456953
66,8.70470716
67,71.604266723
68,24.159631915
69,79.15794928
70,22.06216729
71,88.040366038
72,8.245542866
73,8.308153622
74,8.287868801
75,5.854473273
76,6.385879642
77,6.318640649
78,12.989288625
79,8.245859823
80,43.123605076
81,16.485275502
82,51.512218243
83,6.953882113
84,19.398286553
85,53.890499083
86,7.998010343
87,8.335398436
88,24.966021398
89,9.907521498
90,10.403961226
91,24.711540636
92,8.291012314
93,8.304642843
94,114.613995643
95,27.924887585
96,125.627405941
97,130.859120113
98,8.163773685
99,145.047789313
