@relation 'TRAININGDATA-weka.filters.unsupervised.attribute.Remove-R1,3,5,7-12'

@attribute selectivity numeric
@attribute postgesEstCostMax numeric
@attribute postgesEstWidth numeric
@attribute numberOfWorkers numeric
@attribute realTime numeric

@data
10,1028895.66,301,6,39.509494
100,3020928.73,301,6,129.844704
0.1,723394,309,6,14.325895
1,837560.63,309,6,21.576203
1,841640.63,317,6,21.177632
10,1050135.66,317,6,38.291144
0.1,723970,325,6,14.441454
1,843680.63,325,6,20.803725
100,3216242.73,325,6,145.838719
1,845720.63,333,6,21.242783
10,1060757.66,333,6,41.754887
100,3255302.73,333,6,134.306302
1,847762.63,341,6,17.662405
10,1066065.66,341,6,39.663951
0.1,724354,349,6,15.090235
1,847762.63,349,6,22.218933
10,1066065.66,349,6,33.715097
100,3294366.73,349,6,140.876952
0.1,724734,357,6,14.629083
10,1076687.66,357,6,41.102816
10,1087307.66,365,6,42.587784
10,1097927.66,373,6,33.951841
0.1,725886,381,6,15.46742
1,864084.63,381,6,20.53772
10,1108549.66,381,6,38.287805
100,3606868.73,381,6,149.952362
100,3684992.73,389,6,154.605412
10,1129789.66,397,6,44.317282
100,3763118.73,397,6,159.320419
0.1,727038,405,6,14.561892
10,1140411.66,405,6,45.980063
0.1,727422,413,6,15.718922
0.1,727806,421,6,14.888338
10,1161651.66,421,6,44.249232
0.1,728186,429,6,14.435341
100,4153742.73,437,6,169.397653
10,1193513.66,445,6,43.811785
1,900810.63,453,6,20.854536
0.1,729722,461,6,16.355581
10,1214755.66,461,6,40.654238
1,908972.63,469,6,21.905993
100,4466246.74,469,6,183.234336
10,1225375.66,477,6,49.958387
100,4466246.74,477,6,187.013954
10,1228305.66,485,6,45.363577
100,4469176.74,485,6,198.191579
0.1,735966,493,6,15.251567
1,917760.63,501,6,22.462368
0.1,744754,517,6,17.980068
10,1240023.66,517,6,45.171018
100,4480894.74,517,6,194.87702
0.1,744850,525,6,15.843328
1,924640.63,525,6,25.94054
10,1242679.66,525,6,50.028716
0.1,747876,533,6,16.671822
10,1253849.66,541,6,47.689144
100,4545346.74,541,6,197.653003
10,1259435.66,549,6,50.259983
10,1265019.66,557,6,53.892557
1,942480.63,565,6,21.151933
10,1270331.66,565,6,47.973428
10,1277591.66,573,6,54.076731
0.1,761434,581,6,17.480527
1,950468.63,581,6,23.678739
10,1284857.66,581,6,47.04005
0.1,763332.52,589,6,19.533808
1,951849,589,6,22.18004
1,954909,597,6,21.278431
0.1,765860.52,605,6,17.357813
0.1,768102.52,613,6,17.318254
10,1313122.44,613,6,56.877952
0.1,664184.11,51,6,7.906493
100,2225120.73,101,6,85.42954
1,786538.63,152,6,10.9361
10,939441.66,152,6,20.37405
100,2492698.73,152,6,86.218237
10,1003563.66,203,6,24.218741
0.1,724922,253,6,11.797611
1,852954.63,253,6,13.056295
10,1079433.66,253,6,24.37785
0.1,728034.11,260,6,10.677582
10,1087459.58,260,6,24.485289
100,3432544.82,260,6,96.695263
0.1,730964.11,267,6,10.452938
1,860771.36,267,6,15.64604
0.1,730964.11,274,6,12.884937
10,1090389.58,274,6,27.756731
100,3435474.82,274,6,107.225482
1,863701.36,281,6,14.729121
10,1093319.58,281,6,27.207633
100,3438404.82,281,6,106.921921
0.1,736824.11,288,6,11.651253
1,866631.36,288,6,15.071844
10,1096249.58,288,6,31.469944
100,3441334.82,288,6,112.178648
0.1,740034.22,295,6,12.112002
1,872540.09,295,6,19.429473
100,3501296.91,295,6,118.721218
0.1,740034.22,302,6,13.7878
100,3501296.91,302,6,121.381406
0.1,743058.22,309,6,13.147098
100,3523754.91,309,6,124.000761
0.1,746084.22,316,6,13.446397
10,1118101.5,316,6,37.665514
100,3546216.91,316,6,128.957599
0.1,748473.7,323,6,13.608924
1,887041.72,323,6,19.448304
100,3637233.02,323,6,136.212312
1,891035.72,330,6,16.927807
10,1139426.72,330,6,40.346975
100,3678247.02,330,6,133.158425
1,893077.72,337,6,17.801417
0.1,753295.18,344,6,16.623623
1,900701.36,344,6,22.688386
10,1161449.95,344,6,33.222141
1,905715.36,351,6,21.919237
1,912362.99,358,6,20.801846
100,3997973.25,358,6,148.579
100,4017505.25,363,6,156.177855
1,918482.99,371,6,19.755485
100,4115159.25,371,6,156.462194
10,1213657.18,379,6,44.288408
1,925624.99,387,6,22.269475
10,1221625.18,387,6,40.141687
100,4251881.25,387,6,162.3757
0.1,758486.66,395,6,14.98062
0.1,758582.66,403,6,15.321882
1,928684.99,403,6,20.068952
10,1229589.18,411,6,45.431885
0.1,759062.66,419,6,15.887992
10,1242867.18,419,6,45.764502
100,4505787.25,427,6,172.387945
0.1,760498.66,443,6,15.046205
1,949090.99,443,6,21.064043
10,1282693.17,443,6,46.841263
0.1,760978.66,451,6,16.209349
1,954190.99,451,6,22.464225
10,1295969.17,451,6,40.970896
0.1,761458.66,459,6,17.018718
10,1322519.17,467,6,42.523024
1,969492.99,475,6,23.02111
0.1,762898.66,483,6,16.112121
1,974592.99,483,6,19.071235
10,1349073.18,483,6,52.688152
100,5189381.25,483,6,203.796129
0.1,763376.66,491,6,15.090625
1,979692.99,491,6,23.94749
10,1362349.17,491,6,55.764535
100,5287037.25,491,6,205.370592
0.1,763854.66,499,6,16.688997
1,984794.99,499,6,20.891135
10,1375625.17,499,6,55.335064
100,5384695.25,499,6,209.213392
1,989894.99,507,6,22.668053
10,1388899.17,507,6,57.587774
1,994994.99,515,6,24.608883
10,1402177.17,515,6,46.627338
100,5580007.25,515,6,217.602907
1,1000096.99,523,6,20.216088
10,1415451.17,523,6,53.958361
0.1,765772.66,531,6,16.90581
1,1005200.99,531,6,22.535467
10,1428727.17,531,6,56.809917
0.1,765772.66,539,6,16.405155
100,5775319.25,539,6,226.924388
0.1,768702.66,547,6,15.426992
1,1008130.99,547,6,20.228157
100,5778249.25,547,6,243.170687
1,1011060.99,555,6,22.338646
10,1434587.17,555,6,56.995498
0.1,774560.66,563,6,17.676782
1,1013988.99,563,6,24.248834
100,5784107.25,563,6,236.790947
10,1440445.17,571,6,56.304453
0.1,780420.66,579,6,19.138371
10,1443375.17,579,6,54.8591
100,5789967.25,579,6,234.898662
0.1,780516.66,587,6,16.998544
1,1020868.99,587,6,22.888661
1,1024818.99,595,6,26.824548
10,1451615.17,595,6,59.609356
100,5831959.25,595,6,244.300568
10,1457201.17,603,6,61.610731
100,5854421.25,603,6,246.53648
10,1462785.17,611,6,60.631936
100,5876881.25,611,6,258.508916
0.1,792620.66,619,6,18.120447
1,1036668.99,619,6,25.604823
10,1468371.17,619,6,62.137173
10,1473681.17,627,6,56.765431
100,5938407.25,627,6,252.309512
1,1042700.99,635,6,25.759828
100,5979421.25,635,6,264.013808
0.1,797102.66,643,6,18.787949
1,1046694.99,643,6,25.331652
10,1488671.95,651,6,63.437558
0.1,799289.18,659,6,21.907846
1,1051135.36,659,6,24.629972
10,1496637.95,659,6,66.543699
0.1,801527.18,667,6,18.356213
1,1056147.36,667,6,27.596628
10,1506555.95,667,6,64.49231
100,6130593.14,667,6,276.649
0.1,803769.18,675,6,18.609637
10,1516475.95,675,6,65.127546
100,6191139.14,675,6,284.640311
1,1065243.36,683,6,26.040949
0.1,376047.88,50,8,4.568111
1,386813.52,50,8,4.841674
10,399437.01,50,8,5.60463
100,536591.8,50,8,11.684018
0.1,379158.93,57,8,5.429728
100,567644.83,57,8,15.153836
0.1,379158.93,64,8,5.026757
100,567644.83,64,8,17.030282
0.1,382088.93,71,8,5.895052
100,570574.83,71,8,20.681451
0.1,388044.93,93,8,6.49021
10,416977.09,93,8,10.439207
100,591084.83,93,8,29.567816
100,605732.83,101,8,29.12777
10,420965.09,109,8,17.081435
100,620380.83,109,8,33.626033
10,422959.09,117,8,15.539069
100,635028.83,117,8,36.840967
0.1,388426.93,125,8,5.927177
1,405236.16,125,8,6.87946
0.1,388426.93,133,8,7.604619
1,405236.16,133,8,10.373423
10,424953.09,133,8,14.130161
100,649678.83,133,8,45.436661
1,406206.16,141,8,9.94947
100,664326.83,141,8,40.468864
1,408144.16,157,8,7.179836
10,430933.09,157,8,13.764184
100,693622.83,157,8,47.523297
1,409114.16,165,8,10.966388
10,432927.09,165,8,14.260728
100,708270.83,165,8,47.257011
0.1,388902.93,173,8,6.109898
1,410082.16,173,8,7.331875
0.1,388998.93,181,8,8.419374
1,411052.16,181,8,11.127291
1,412020.16,189,8,8.830889
1,412990.16,197,8,10.94967
100,766864.83,197,8,53.651734
0.1,389284.93,205,8,6.255846
10,442897.09,205,8,19.343692
0.1,389378.93,213,8,6.191035
100,796162.83,213,8,59.956073
10,446883.09,221,8,17.68905
0.1,389570.93,229,8,7.344428
1,416866.16,229,8,11.769257
100,825458.83,229,8,53.115009
0.1,389664.93,237,8,6.198462
1,417834.16,237,8,8.699154
10,452865.09,245,8,12.859778
10,454859.09,253,8,16.971745
100,869404.83,253,8,61.420704
10,457789.09,269,8,12.842464
100,872334.83,269,8,59.287021
0.1,395716.93,277,8,6.733796
1,425634.16,277,8,9.28604
10,463647.09,285,8,13.947489
100,878192.83,285,8,63.666821
0.1,401574.93,293,8,7.192623
10,466577.09,293,8,14.191017
100,881122.83,293,8,66.324588
0.1,404504.93,301,8,7.509705
10,469507.09,301,8,18.649314
100,884052.83,301,8,64.5657
0.1,452174.1,50,8,5.300935
1,476254.98,50,8,5.862089
100,834507.94,50,8,21.610516
100,929430.92,101,8,25.458139
1,506472.98,108,8,8.707953
100,960483.94,108,8,27.950783
0.1,476278.1,115,8,7.381608
10,541887.39,115,8,10.925211
100,960483.94,115,8,29.74533
0.1,479208.1,122,8,7.449057
1,509402.98,122,8,9.200285
1,512332.98,129,8,10.231485
1,515262.98,136,8,10.464259
0.1,488277.15,143,8,9.556574
1,521023.62,143,8,11.153924
10,559429.47,143,8,15.10541
100,1014976.97,143,8,39.456032
10,564351.47,150,8,17.813462
100,1050132.97,164,8,48.696817
0.1,494517.15,172,8,9.652936
10,573263.47,172,8,15.231736
100,1108724.97,180,8,51.033034
1,534635.62,188,8,11.686759
100,1138020.97,188,8,57.036769
10,585227.47,196,8,15.877432
0.1,495183.15,204,8,10.749921
1,537541.62,204,8,12.052427
1,537541.62,212,8,11.717136
10,587219.47,212,8,23.412886
100,1181968.97,212,8,61.270663
0.1,495373.15,220,8,10.840639
10,591205.47,220,8,21.752105
100,1211264.97,220,8,62.031597
1,541417.62,228,8,11.418063
10,595193.47,228,8,24.895124
100,1240560.97,228,8,63.010368
0.1,495755.15,236,8,10.186334
1,543355.62,236,8,14.602974
100,1269856.97,236,8,72.521272
0.1,495945.15,244,8,10.442167
1,545295.62,244,8,14.649439
10,603169.47,244,8,22.634539
10,607157.47,252,8,23.156576
0.1,496327.15,260,8,11.236601
1,549171.62,260,8,14.992403
10,611145.47,260,8,22.938893
100,1357748.97,260,8,69.81135
1,551109.62,268,8,11.614185
10,615133.47,268,8,24.436095
1,553047.62,276,8,15.459803
0.1,496899.15,284,8,10.606725
1,554985.62,284,8,13.448938
10,627093.47,292,8,23.067719
0.1,497281.15,300,8,10.871212
100,1504232.97,300,8,82.503094
100,1533528.97,308,8,91.142277
1,562737.62,316,8,13.313393
10,639057.47,316,8,28.58945
1,564675.62,324,8,17.91363
0.1,498043.15,332,8,13.191302
1,566615.62,332,8,16.045684
100,1621420.97,332,8,93.090934
10,647033.47,340,8,27.491665
0.1,500973.15,348,8,12.375873
100,1624350.97,348,8,95.204782
10,652893.47,356,8,23.376836
100,1627280.97,356,8,107.908257
10,655821.47,364,8,23.879627
10,658751.47,372,8,31.099651
100,1633138.97,372,8,100.732519
10,661681.47,380,8,24.612954
100,1636068.97,380,8,107.903808
0.1,512787.15,388,8,11.41144
100,1650716.97,388,8,111.358663
100,1668296.97,396,8,102.185702
0.1,518837.15,404,8,11.560097
10,673523.47,404,8,30.315697
100,1685874.97,404,8,110.063038
0.1,521863.15,412,8,12.110043
1,593929.62,412,8,15.228236
10,678445.47,412,8,30.238786
100,1703452.97,412,8,111.60049
0.1,524889.15,420,8,11.893571
10,683369.47,420,8,30.500408
100,1721030.97,420,8,117.780497
0.1,501412.3,50,8,6.608685
1,538564,50,8,8.634502
100,1101460.06,50,8,56.400395
0.1,522405.26,101,8,7.227944
10,612769.65,101,8,15.484166
100,1196383.04,101,8,52.207512
10,652361.65,151,8,16.599928
1,595054,158,8,14.126023
100,1431536.06,158,8,58.019271
1,595054,165,8,14.395854
100,1431536.06,165,8,61.325614
1,597984,172,8,12.819661
10,662047.73,172,8,19.04356
0.1,546288.3,179,8,9.8434
1,600914,179,8,15.019124
1,603844,186,8,13.826526
100,1440326.06,186,8,65.708697
0.1,552427.34,193,8,12.243061
1,609602.65,193,8,17.554162
10,676659.8,193,8,19.926587
100,1486031.09,193,8,73.366261
0.1,555545.34,207,8,11.50069
10,683573.8,207,8,21.05689
0.1,558571.34,214,8,13.38554
1,618368.65,214,8,17.678146
10,688497.8,214,8,21.143711
100,1535833.09,214,8,82.258874
0.1,560861.39,221,8,11.927197
10,697547.89,221,8,22.86362
100,1589933.12,221,8,86.85725
100,1604581.12,228,8,90.729874
0.1,563101.39,235,8,12.544955
0.1,563387.39,243,8,13.081238
1,631539.52,243,8,16.477779
0.1,563671.39,251,8,14.59512
1,634445.52,251,8,16.682272
100,1723723.12,251,8,100.968517
1,637353.52,259,8,17.792105
10,723429.89,259,8,29.863152
100,1767669.12,259,8,103.899755
0.1,564151.39,267,8,12.719947
1,639289.52,267,8,20.068867
0.1,564245.39,275,8,15.683389
1,640259.52,275,8,17.855283
100,1811617.12,275,8,98.39719
10,729411.89,283,8,24.303157
100,1811617.12,283,8,99.36268
0.1,564529.39,291,8,13.205923
1,643167.52,291,8,17.937589
100,1855561.12,291,8,96.894771
0.1,564817.39,299,8,12.759361
1,646073.52,299,8,18.901479
0.1,565103.39,307,8,14.689458
10,747351.89,307,8,26.006594
100,1943449.12,307,8,108.506302
1,654795.52,323,8,15.114978
100,2031343.13,323,8,112.691802
1,660611.52,339,8,15.17949
10,777261.89,347,8,34.786918
100,2163177.13,347,8,120.249174
0.1,566819.39,355,8,12.532673
1,666425.52,355,8,15.828372
10,783243.89,355,8,33.890486
100,2207125.13,355,8,117.681247
100,2251069.13,363,8,120.823084
0.1,567391.39,371,8,13.380907
10,795201.89,371,8,31.053044
100,2295013.13,371,8,118.852556
1,675147.52,379,8,19.087635
10,807165.89,387,8,35.013916
100,2382903.13,387,8,126.691708
1,680961.52,395,8,15.390184
10,813147.89,395,8,34.763314
100,2426851.13,395,8,125.66926
100,2470795.13,403,8,130.415359
0.1,568535.39,411,8,14.076041
10,819129.89,411,8,33.126928
100,2470795.13,411,8,136.018082
0.1,571465.39,419,8,14.697247
1,686799.52,419,8,16.769849
1,689729.52,427,8,18.891059
100,2476655.13,427,8,131.245181
1,692657.52,435,8,16.656872
10,827917.89,435,8,36.516293
0.1,580253.39,443,8,13.790417
100,2482513.13,443,8,129.291159
1,698517.52,451,8,16.997219
0.1,583279.39,459,8,15.949338
0.1,586305.39,467,8,17.070116
0.1,589329.39,475,8,16.961569
10,845619.89,475,8,37.248917
100,2535249.13,475,8,143.978451
0.1,592355.39,483,8,16.044183
1,711183.52,483,8,18.958902
100,2552827.13,483,8,141.153327
0.1,595381.39,491,8,15.96328
10,855465.89,491,8,40.398761
100,2570405.13,491,8,150.925799
10,859453.89,499,8,37.249703
1,720913.52,507,8,22.90565
0.1,599859.39,515,8,15.523592
10,871335.89,515,8,35.969557
0.1,601755.34,523,8,16.54889
100,2655951.09,523,8,154.349003
10,659753.06,50,8,13.317527
0.1,569724.45,101,8,8.22862
1,625257.38,101,8,10.51954
10,690388.99,101,8,17.17553
0.1,584636.45,151,8,11.229239
100,1680070.16,151,8,66.79691
0.1,600118.45,201,8,9.139735
1,683613.38,201,8,11.90161
10,781534.99,201,8,19.164463
100,1972064.16,201,8,71.079258
10,788291.06,208,8,17.316369
100,2003117.19,208,8,74.016109
0.1,603229.49,215,8,12.066547
1,688402.03,215,8,11.868743
100,2003117.19,215,8,77.548044
0.1,609089.49,229,8,10.834725
10,794151.06,229,8,22.224981
100,2008977.19,229,8,78.991283
1,697192.03,236,8,13.966094
100,2011907.19,236,8,83.673995
0.1,615228.53,243,8,11.849624
1,702952.68,243,8,17.393675
0.1,618250.53,250,8,14.01913
10,810755.13,250,8,22.838687
100,2075186.21,250,8,96.245319
1,707818.68,257,8,18.533019
100,2107414.21,264,8,94.328546
0.1,623756.59,271,8,15.05433
1,718089.54,271,8,19.286016
10,828715.22,271,8,27.947743
100,2176162.25,271,8,100.75499
0.1,623948.59,278,8,14.637291
1,720025.54,278,8,19.061951
0.1,625998.59,285,8,15.063033
1,722949.54,285,8,19.900079
1,729320.41,292,8,17.188976
10,847693.32,292,8,30.000307
100,2290810.28,292,8,115.575126
0.1,628574.64,299,8,22.672176
1,731256.41,299,8,25.124538
10,851681.32,299,8,30.940917
100,2320106.28,299,8,113.369087
0.1,628958.64,307,8,14.855643
1,735136.41,307,8,19.970506
1,739010.41,315,8,24.668093
10,867633.32,315,8,33.182767
0.1,629624.64,323,8,14.639666
1,741918.41,323,8,23.369223
100,2481240.28,323,8,126.04828
1,743858.41,331,8,22.321452
10,877603.32,331,8,38.904635
100,2510536.28,331,8,120.232004
1,744826.41,339,8,17.726138
10,879597.32,339,8,38.369622
0.1,629912.64,347,8,15.117171
1,744826.41,347,8,17.545871
10,879597.32,347,8,34.557284
100,2525186.28,347,8,126.650048
0.1,630292.64,355,8,14.697044
10,887571.32,355,8,36.166069
10,895543.32,363,8,32.708193
10,903517.32,371,8,35.353922
0.1,631436.64,379,8,15.934405
1,760332.41,379,8,17.910573
10,911493.32,379,8,36.408399
100,2759560.28,379,8,130.758384
100,2818154.28,387,8,138.020808
10,927445.32,395,8,39.937416
100,2876750.28,395,8,144.185222
0.1,632580.64,403,8,14.701405
10,935421.32,403,8,39.820353
0.1,632960.64,411,8,16.066074
0.1,633344.64,419,8,14.434806
10,951373.32,419,8,38.208121
0.1,633724.64,427,8,14.512869
100,3169718.28,435,8,145.511355
10,975293.32,443,8,39.170086
1,795218.41,451,8,19.965496
0.1,635248.64,459,8,14.626616
10,991245.32,459,8,38.124191
1,802972.41,467,8,18.053702
100,3404094.28,467,8,149.819145
10,999221.32,475,8,38.996486
100,3404094.28,475,8,158.867402
10,1002151.32,483,8,41.459423
100,3407024.28,483,8,163.25196
0.1,641492.64,491,8,15.571706
1,811760.41,499,8,24.628675
0.1,650280.64,515,8,19.435132
10,1013869.32,515,8,36.453304
100,3418742.28,515,8,157.273425
0.1,650374.64,523,8,15.897806
1,818590.41,523,8,23.88036
10,1015863.32,523,8,39.520941
0.1,653400.64,531,8,16.345694
10,1025711.32,539,8,41.993837
100,3468548.28,539,8,167.031124
10,1030635.32,547,8,43.209526
10,1035559.32,555,8,48.021312
1,836124.41,563,8,20.845218
10,1039545.32,563,8,45.33138
10,1045485.32,571,8,45.139754
0.1,666954.64,579,8,17.760077
1,843906.41,579,8,26.073723
10,1051427.32,579,8,49.029934
0.1,668854.59,587,8,17.455973
1,845315.54,587,8,25.23397
1,848223.54,595,8,24.048743
0.1,671378.59,603,8,17.406921
0.1,673618.59,611,8,18.15861
10,1074113.22,611,8,47.965598
0.1,571921.68,50,8,8.520711
100,1745980.28,101,8,66.27883
1,689538.41,151,8,13.552677
10,785369.32,151,8,19.198577
100,1950080.28,151,8,70.701149
10,836923.32,201,8,18.199186
0.1,632528.64,251,8,12.082202
1,752686.41,251,8,12.358992
10,893601.32,251,8,20.355523
0.1,635735.68,258,8,10.286576
10,902351.39,258,8,20.549799
100,2660823.31,258,8,84.218142
0.1,635735.68,265,8,10.445155
1,758445.06,265,8,15.232966
0.1,638665.68,272,8,12.70836
10,905281.39,272,8,26.875082
100,2663753.31,272,8,86.224399
1,764305.06,279,8,18.017492
10,908211.39,279,8,24.455133
100,2666683.31,279,8,96.85659
0.1,644525.68,286,8,12.939591
1,767235.06,286,8,17.046874
10,911141.39,286,8,26.80131
100,2669613.31,286,8,87.0645
0.1,647638.72,293,8,13.539493
1,772025.71,293,8,16.687968
100,2700668.34,293,8,92.231702
0.1,650660.72,300,8,12.833526
100,2718244.34,300,8,100.32365
0.1,650756.72,307,8,13.316128
100,2732894.34,307,8,102.232905
0.1,653782.72,314,8,13.641905
10,929739.46,314,8,29.426488
100,2750472.34,314,8,105.575559
0.1,656166.78,321,8,15.40233
1,787160.57,321,8,19.87005
100,2819220.37,321,8,111.267642
1,789100.57,328,8,19.034488
10,944771.56,328,8,33.298302
100,2848516.37,328,8,115.396119
1,792990.57,335,8,20.317907
0.1,660984.83,342,8,19.305612
1,800331.44,342,8,22.933015
10,963751.65,342,8,28.924792
1,802269.44,349,8,22.02598
1,808632.3,356,8,21.797856
100,3074882.44,356,8,126.791965
100,3104178.44,361,8,131.748288
1,815414.3,369,8,25.123273
100,3177424.44,369,8,135.95599
10,999737.75,377,8,37.9625
1,822198.3,385,8,20.90356
10,1007713.75,385,8,37.365131
100,3279962.44,385,8,141.501947
0.1,664206.89,393,8,15.264093
0.1,664302.89,401,8,16.462235
1,825106.3,401,8,22.009885
10,1013695.75,409,8,40.788683
0.1,664780.89,417,8,15.845383
10,1023663.75,417,8,39.324006
100,3470394.44,425,8,146.083074
0.1,666210.89,441,8,15.238834
1,844490.3,441,8,22.819934
10,1053565.75,441,8,42.293187
0.1,666686.89,449,8,17.026289
1,849334.3,449,8,22.0403
10,1063535.75,449,8,38.387687
0.1,667162.89,457,8,15.058389
10,1083475.75,465,8,44.192088
1,863870.3,473,8,18.955775
0.1,668592.89,481,8,16.714797
1,868716.3,481,8,22.616358
10,1103415.75,481,8,37.970768
100,3983086.44,481,8,173.871598
0.1,669070.89,489,8,17.05024
1,873562.3,489,8,21.881125
10,1113383.75,489,8,46.893884
100,4056330.44,489,8,176.962388
0.1,669546.89,497,8,17.787536
1,878406.3,497,8,23.812072
10,1123353.75,497,8,45.040836
100,4129574.44,497,8,173.302965
1,883254.3,505,8,22.370037
10,1133321.75,505,8,45.30287
1,888098.3,513,8,23.003117
10,1143285.75,513,8,41.853457
100,4276054.44,513,8,184.414115
1,892944.3,521,8,19.692891
10,1153255.75,521,8,49.303353
0.1,671452.89,529,8,16.536631
1,897790.3,529,8,21.206122
10,1163225.75,529,8,42.836689
0.1,671452.89,537,8,16.521601
100,4422544.44,537,8,184.872698
0.1,674382.89,545,8,15.348922
1,900720.3,545,8,22.908685
100,4425474.44,545,8,192.438833
1,903650.3,553,8,22.653726
10,1169085.75,553,8,46.347106
0.1,680240.89,561,8,20.278812
1,906578.3,561,8,23.298133
100,4431332.44,561,8,191.650118
10,1174943.75,569,8,48.058919
0.1,686100.89,577,8,19.087666
10,1177873.75,577,8,47.308279
100,4437192.44,577,8,201.594012
0.1,686196.89,585,8,16.525498
1,913406.3,585,8,21.270276
1,917306.3,593,8,26.85358
10,1184791.75,593,8,46.314085
100,4469418.44,593,8,199.68733
10,1189715.75,601,8,51.167479
100,4486996.44,601,8,206.653163
10,1194639.75,609,8,51.556049
100,4504576.44,609,8,208.979106
0.1,698296.89,617,8,18.14345
1,929002.3,617,8,26.156789
10,1199563.75,617,8,49.32308
10,1203551.75,625,8,48.238222
100,4551450.44,625,8,209.937173
1,934830.3,633,8,25.366483
100,4582698.44,633,8,211.535141
0.1,702774.89,641,8,18.671447
1,938724.3,641,8,25.539172
10,1216267.65,649,8,53.567399
0.1,704962.83,657,8,20.352671
1,943041.44,657,8,25.145874
10,1222249.65,657,8,50.346288
0.1,707200.83,665,8,19.260142
1,947901.44,665,8,26.569998
10,1230185.65,665,8,49.851164
100,4697542.41,665,8,221.58513
0.1,709438.83,673,8,18.867944
10,1238119.65,673,8,56.007374
100,4743440.41,673,8,234.545704
1,956637.44,681,8,27.007843
0.1,320708.05,51,10,5.72681
1,331309.68,51,10,4.646715
10,337774.35,51,10,5.433157
100,448914.31,51,10,13.30218
0.1,323818.37,58,10,4.855631
100,474342.39,58,10,12.721617
0.1,326748.37,65,10,5.128831
100,477272.39,65,10,14.668186
0.1,326748.37,72,10,5.553922
100,477272.39,72,10,15.566607
0.1,332704.37,94,10,6.578935
10,353814.13,94,10,8.68314
100,494850.39,94,10,23.244621
100,506570.39,102,10,24.988836
10,356774.13,110,10,8.887741
100,518288.39,110,10,29.271
10,358254.12,118,10,12.982757
100,530008.39,118,10,30.01718
0.1,333084.37,126,10,6.126935
1,349640.22,126,10,6.88026
0.1,333084.37,134,10,7.364983
1,349640.22,134,10,7.393025
10,359734.12,134,10,11.305809
100,541726.39,134,10,32.669513
1,350596.22,142,10,9.76646
100,553444.39,142,10,32.923278
1,352506.22,158,10,7.285855
10,364174.12,158,10,9.519695
100,576882.39,158,10,38.92153
1,353462.22,166,10,7.292502
10,365654.12,166,10,9.923186
100,588602.39,166,10,34.446584
0.1,333558.37,174,10,6.084332
1,354418.22,174,10,7.894625
0.1,333654.37,182,10,7.675822
1,355374.22,182,10,8.044739
1,356328.22,190,10,8.053221
1,357284.22,198,10,12.300326
100,635476.39,198,10,41.77359
0.1,333938.37,206,10,5.943042
10,373054.12,206,10,14.888319
0.1,334034.37,214,10,6.394106
100,658914.39,214,10,40.722044
10,376014.12,222,10,11.197977
0.1,334224.37,230,10,7.337825
1,361106.22,230,10,11.570641
100,682352.39,230,10,45.776507
0.1,334318.37,238,10,6.251743
1,362062.22,238,10,8.635497
10,380456.12,246,10,17.029846
10,381936.12,254,10,14.039464
100,717508.39,254,10,50.46005
10,384866.12,270,10,13.587935
100,720438.39,270,10,54.145164
0.1,340368.37,278,10,6.439733
1,369832.22,278,10,9.183434
10,390724.12,286,10,17.268455
100,726296.39,286,10,55.071263
0.1,346226.37,294,10,7.03769
10,393654.12,294,10,13.773256
100,729226.39,294,10,52.436391
0.1,349156.37,302,10,7.233058
10,396584.12,302,10,15.644141
100,732156.39,302,10,54.11346
0.1,396826.41,51,10,5.529588
1,420541.9,51,10,5.762733
100,702178.75,51,10,19.459356
100,782218.67,102,10,24.080506
1,450667.9,109,10,8.690317
100,807646.75,109,10,25.372678
0.1,423858.41,116,10,8.182388
10,471728.47,116,10,10.646584
100,810576.75,116,10,29.436605
0.1,423858.41,123,10,7.578078
1,453597.9,123,10,9.677611
1,456527.9,130,10,10.189484
1,459457.9,137,10,9.603698
0.1,432924.73,144,10,8.875185
1,465176.44,144,10,11.132222
10,484840.24,144,10,13.975574
100,853584.83,144,10,34.558326
10,489248.25,151,10,15.996884
100,882880.83,165,10,45.635763
0.1,439162.73,173,10,10.203061
10,496618.25,173,10,19.512059
100,929756.83,181,10,50.802408
1,478678.44,189,10,11.100041
100,953194.83,189,10,54.618013
10,505498.24,197,10,18.27168
0.1,439828.73,205,10,10.522521
1,481546.44,205,10,13.986035
1,481546.44,213,10,11.536322
10,506978.24,213,10,19.512331
100,988350.83,213,10,60.310923
0.1,440016.73,221,10,10.911654
10,509938.24,221,10,23.242199
100,1011786.83,221,10,51.534415
1,485368.45,229,10,18.334725
10,512898.24,229,10,21.389019
100,1035226.83,229,10,58.184996
0.1,440396.73,237,10,9.693426
1,487278.45,237,10,11.384616
100,1058662.83,237,10,64.463457
0.1,440588.73,245,10,11.439292
1,489190.45,245,10,15.224155
10,518820.24,245,10,21.851005
10,521780.24,253,10,22.540057
0.1,440966.73,261,10,16.922256
1,493012.45,261,10,15.741884
10,524740.24,261,10,21.289764
100,1128974.83,261,10,68.198566
1,494922.45,269,10,15.862271
10,527700.24,269,10,20.47361
1,496834.45,277,10,16.366271
0.1,441536.73,285,10,10.087065
1,498744.45,285,10,19.629173
10,536580.24,293,10,22.025018
0.1,441916.73,301,10,10.096375
100,1246162.83,301,10,74.309928
100,1269602.83,309,10,82.697412
1,506388.45,317,10,14.016326
10,545460.24,317,10,24.227148
