% 500 Queries for each compute version
@RELATION TRAININGDATA
@ATTRIBUTE numberTables NUMERIC
@ATTRIBUTE selectivity NUMERIC
@ATTRIBUTE postgesEstCostMin NUMERIC
@ATTRIBUTE postgesEstCostMax NUMERIC
@ATTRIBUTE postgesEstNumRows NUMERIC
@ATTRIBUTE postgesEstWidth NUMERIC
@ATTRIBUTE myriaConsumerCount NUMERIC
@ATTRIBUTE myriaShuffleCount NUMERIC
@ATTRIBUTE myriaJoinCount NUMERIC
@ATTRIBUTE myriaProducerCount NUMERIC
@ATTRIBUTE myriaScanCount NUMERIC
@ATTRIBUTE shuffleLoad NUMERIC
@ATTRIBUTE numberOfWorkers NUMERIC
@ATTRIBUTE realTime NUMERIC
@DATA
4,1,217744.45,700938.6,143091,186,1,2,3,1,4,15000000,4,13.73039327
4,100,217744.45,1171807.01,4082801,186,1,2,3,1,4,1500000000,4,104.0914017
4,0.1,219209.45,688285.72,14787,193,1,2,3,1,4,1500000,4,9.668805497
4,1,219209.45,704685.19,143091,193,1,2,3,1,4,15000000,4,11.96354007
4,10,219209.45,757040.11,552707,193,1,2,3,1,4,150000000,4,26.76104793
4,100,219209.45,1198021.52,4082801,193,1,2,3,1,4,1500000000,4,110.7751596
4,0.1,220673.45,691271.72,14787,207,1,2,3,1,4,1500000,4,10.90382654
4,10,220673.45,762128.11,552707,207,1,2,3,1,4,150000000,4,33.67991531
4,0.1,222138.45,694231.72,14787,214,1,2,3,1,4,1500000,4,14.621076
4,1,222138.45,711381.19,143091,214,1,2,3,1,4,15000000,4,15.84026936
4,10,222138.45,766136.11,552707,214,1,2,3,1,4,150000000,4,30.16515354
4,100,222138.45,1227803.52,4082801,214,1,2,3,1,4,1500000000,4,122.3393866
4,0.1,223114.45,696285.65,14787,221,1,2,3,1,4,1500000,4,11.50569971
4,10,223114.45,771929.65,552707,221,1,2,3,1,4,150000000,4,32.83281977
4,100,223114.45,1258143.52,4082801,221,1,2,3,1,4,1500000000,4,130.9907214
4,100,223114.45,1266117.52,4082801,228,1,2,3,1,4,1500000000,4,151.0138393
4,0.1,224091.45,698327.65,14787,235,1,2,3,1,4,1500000,4,12.61377062
4,0.1,224091.45,698413.65,14787,243,1,2,3,1,4,1500000,4,12.87230645
4,1,224091.45,717960.65,143091,243,1,2,3,1,4,15000000,4,15.62881753
4,0.1,224091.45,698501.65,14787,251,1,2,3,1,4,1500000,4,14.59541619
4,1,224091.45,718796.65,143091,251,1,2,3,1,4,15000000,4,16.43746408
4,100,224091.45,1331863.52,4082801,251,1,2,3,1,4,1500000000,4,139.7594451
4,1,224091.45,719636.65,143091,259,1,2,3,1,4,15000000,4,14.9250449
4,10,224091.45,786837.65,552707,259,1,2,3,1,4,150000000,4,36.29426397
4,100,224091.45,1355785.52,4082801,259,1,2,3,1,4,1500000000,4,141.539303
4,0.1,224091.45,698641.65,14787,267,1,2,3,1,4,1500000,4,17.36138525
4,1,224091.45,720194.65,143091,267,1,2,3,1,4,15000000,4,22.68650255
4,0.1,224091.45,698671.65,14787,275,1,2,3,1,4,1500000,4,15.19083967
4,1,224091.45,720474.65,143091,275,1,2,3,1,4,15000000,4,17.09915503
4,100,224091.45,1379709.52,4082801,275,1,2,3,1,4,1500000000,4,174.0908394
4,10,224091.45,790077.65,552707,283,1,2,3,1,4,150000000,4,43.22037887
4,100,224091.45,1379709.52,4082801,283,1,2,3,1,4,1500000000,4,166.1664802
4,0.1,224091.45,698759.65,14787,291,1,2,3,1,4,1500000,4,13.06456657
4,1,224091.45,721314.65,143091,291,1,2,3,1,4,15000000,4,17.44188516
4,100,224091.45,1403635.52,4082801,291,1,2,3,1,4,1500000000,4,158.01438
4,0.1,224091.45,698845.65,14787,299,1,2,3,1,4,1500000,4,14.89094497
4,1,224091.45,722152.65,143091,299,1,2,3,1,4,15000000,4,19.61513468
4,0.1,224091.45,698933.65,14787,307,1,2,3,1,4,1500000,4,12.14164415
4,10,224091.45,799793.65,552707,307,1,2,3,1,4,150000000,4,51.72368613
4,100,224091.45,1451479.52,4082801,307,1,2,3,1,4,1500000000,4,164.269282
4,1,224091.45,724666.65,143091,323,1,2,3,1,4,15000000,4,23.50718585
4,100,224091.45,1499323.52,4082801,323,1,2,3,1,4,1500000000,4,194.0689065
4,1,224091.45,726342.65,143091,339,1,2,3,1,4,15000000,4,18.70237419
4,10,224091.45,815985.65,552707,347,1,2,3,1,4,150000000,4,46.45225094
4,100,224091.45,1571089.52,4082801,347,1,2,3,1,4,1500000000,4,182.9305885
4,0.1,224091.45,699451.65,14787,355,1,2,3,1,4,1500000,4,12.65267456
4,1,224091.45,728020.65,143091,355,1,2,3,1,4,15000000,4,16.9280762
4,10,224091.45,819223.65,552707,355,1,2,3,1,4,150000000,4,44.18429136
4,100,224091.45,1595013.52,4082801,355,1,2,3,1,4,1500000000,4,182.1541863
4,100,224091.45,1618939.52,4082801,363,1,2,3,1,4,1500000000,4,192.6730313
4,0.1,224091.45,699625.65,14787,371,1,2,3,1,4,1500000,4,12.32623423
4,10,224091.45,825701.65,552707,371,1,2,3,1,4,150000000,4,47.91476671
4,100,224091.45,1642861.52,4082801,371,1,2,3,1,4,1500000000,4,185.947584
4,1,224091.45,730536.65,143091,379,1,2,3,1,4,15000000,4,21.18597597
4,10,224091.45,832177.65,552707,387,1,2,3,1,4,150000000,4,69.60971946
4,100,224091.45,1690705.52,4082801,387,1,2,3,1,4,1500000000,4,210.3817685
4,1,224091.45,732210.65,143091,395,1,2,3,1,4,15000000,4,17.99184311
4,10,224091.45,835417.65,552707,395,1,2,3,1,4,150000000,4,51.60249748
4,100,224091.45,1714627.52,4082801,395,1,2,3,1,4,1500000000,4,193.730231
4,100,224091.45,1738549.52,4082801,403,1,2,3,1,4,1500000000,4,234.04758
4,0.1,224091.45,699971.65,14787,411,1,2,3,1,4,1500000,4,12.09806233
4,10,224091.45,838655.65,552707,411,1,2,3,1,4,150000000,4,51.15297976
4,100,224091.45,1738549.52,4082801,411,1,2,3,1,4,1500000000,4,205.9905212
4,0.1,225556.45,702901.65,14787,419,1,2,3,1,4,1500000,4,12.89789757
4,1,225556.45,735980.65,143091,419,1,2,3,1,4,15000000,4,18.29245142
4,1,227021.45,738910.65,143091,427,1,2,3,1,4,15000000,4,22.53660555
4,100,227021.45,1744409.52,4082801,427,1,2,3,1,4,1500000000,4,214.1588553
4,1,228486.45,741840.65,143091,435,1,2,3,1,4,15000000,4,18.58537123
4,10,228486.45,847445.65,552707,435,1,2,3,1,4,150000000,4,53.01219187
4,0.1,229951.45,711691.65,14787,443,1,2,3,1,4,1500000,4,16.20507646
4,100,229951.45,1750269.52,4082801,443,1,2,3,1,4,1500000000,4,207.7403348
4,1,231416.45,747700.65,143091,451,1,2,3,1,4,15000000,4,23.4742187
4,0.1,231416.45,714651.65,14787,459,1,2,3,1,4,1500000,4,15.42291953
4,0.1,232881.45,717609.65,14787,467,1,2,3,1,4,1500000,4,14.80915293
4,0.1,234346.45,720569.65,14787,475,1,2,3,1,4,1500000,4,17.38978999
4,10,234346.45,862403.65,552707,475,1,2,3,1,4,150000000,4,57.70897101
4,100,234346.45,1782983.52,4082801,475,1,2,3,1,4,1500000000,4,229.7451846
4,0.1,235811.45,723527.65,14787,483,1,2,3,1,4,1500000,4,13.86177626
4,1,235811.45,757608.65,143091,483,1,2,3,1,4,15000000,4,18.50679514
4,100,235811.45,1793887.52,4082801,483,1,2,3,1,4,1500000000,4,237.6237486
4,0.1,237276.45,726487.65,14787,491,1,2,3,1,4,1500000,4,14.39345987
4,10,237276.45,870423.65,552707,491,1,2,3,1,4,150000000,4,56.3866937
4,100,237276.45,1804791.52,4082801,491,1,2,3,1,4,1500000000,4,230.763694
4,10,237276.45,872581.65,552707,499,1,2,3,1,4,150000000,4,71.32625206
4,1,238252.45,763886.65,143091,507,1,2,3,1,4,15000000,4,20.85611114
4,0.1,239229.45,730565.65,14787,515,1,2,3,1,4,1500000,4,15.19041637
4,10,239229.45,880807.65,552707,515,1,2,3,1,4,150000000,4,64.36941534
4,0.1,240205.45,732501.72,14787,523,1,2,3,1,4,1500000,4,15.57883585
4,100,240205.45,1854029.52,4082801,523,1,2,3,1,4,1500000000,4,257.2630916
5,10,236684.45,746495.84,552707,50,1,2,4,1,5,150000000,4,18.20706486
5,0.1,246938.45,705709.59,14787,101,1,2,4,1,5,1500000,4,8.581233492
5,1,246938.45,721638.1,143091,101,1,2,4,1,5,15000000,4,11.35664469
5,10,246938.45,772487.19,552707,101,1,2,4,1,5,150000000,4,24.68595777
5,0.1,253774.45,719757.58,14787,151,1,2,4,1,5,1500000,4,10.59977437
5,100,253774.45,1317843.53,4082801,151,1,2,4,1,5,1500000000,4,98.39044614
5,0.1,260610.45,733977.58,14787,202,1,2,4,1,5,1500000,4,8.888658151
5,1,260610.45,757924.1,143091,202,1,2,4,1,5,15000000,4,11.4500365
5,10,260610.45,834375.19,552707,202,1,2,4,1,5,150000000,4,26.639172
5,100,260610.45,1483025.53,4082801,202,1,2,4,1,5,1500000000,4,121.7821095
5,10,262075.45,839377.84,552707,209,1,2,4,1,5,150000000,4,24.85093497
5,100,262075.45,1501266.03,4082801,209,1,2,4,1,5,1500000000,4,116.0844415
5,0.1,262075.45,736963.04,14787,216,1,2,4,1,5,1500000,4,10.02193606
5,1,262075.45,761390.7,143091,216,1,2,4,1,5,15000000,4,15.04790652
5,100,262075.45,1501266.03,4082801,216,1,2,4,1,5,1500000000,4,116.999837
5,0.1,265005.45,742823.04,14787,230,1,2,4,1,5,1500000,4,15.07468107
5,10,265005.45,845237.84,552707,230,1,2,4,1,5,150000000,4,39.00120839
5,100,265005.45,1507126.03,4082801,230,1,2,4,1,5,1500000000,4,121.1774365
5,1,266469.45,770178.7,143091,237,1,2,4,1,5,15000000,4,16.30481024
5,100,266469.45,1510054.03,4082801,237,1,2,4,1,5,1500000000,4,129.4763847
5,0.1,267934.45,748764.49,14787,244,1,2,4,1,5,1500000,4,11.49590635
5,1,267934.45,773925.29,143091,244,1,2,4,1,5,15000000,4,15.12958304
5,0.1,269398.45,751722.49,14787,251,1,2,4,1,5,1500000,4,14.36239163
5,10,269398.45,858254.49,552707,251,1,2,4,1,5,150000000,4,36.82078043
5,100,269398.45,1547170.53,4082801,251,1,2,4,1,5,1500000000,4,130.4238417
5,1,269398.45,777413.29,143091,258,1,2,4,1,5,15000000,4,16.46143563
5,100,270863.45,1566048.53,4082801,265,1,2,4,1,5,1500000000,4,146.7836668
5,0.1,271839.45,756794.42,14787,272,1,2,4,1,5,1500000,4,13.09319747
5,1,271839.45,783848.74,143091,272,1,2,4,1,5,15000000,4,20.09981188
5,10,271839.45,870220.02,552707,272,1,2,4,1,5,150000000,4,35.107692
5,100,271839.45,1604366.54,4082801,272,1,2,4,1,5,1500000000,4,179.3740401
5,0.1,271839.45,756850.42,14787,279,1,2,4,1,5,1500000,4,13.54466437
5,1,271839.45,784406.74,143091,279,1,2,4,1,5,15000000,4,17.23521757
5,0.1,272816.45,758864.42,14787,286,1,2,4,1,5,1500000,4,16.01844203
5,1,272816.45,786920.74,143091,286,1,2,4,1,5,15000000,4,22.96163587
5,1,273792.45,790148.2,143091,293,1,2,4,1,5,15000000,4,23.35217633
5,10,273792.45,883365.56,552707,293,1,2,4,1,5,150000000,4,42.240173
5,100,273792.45,1676530.54,4082801,293,1,2,4,1,5,1500000000,4,207.289472
5,0.1,274769.45,762958.36,14787,300,1,2,4,1,5,1500000,4,15.36836862
5,1,274769.45,792660.2,143091,300,1,2,4,1,5,15000000,4,21.54459371
5,10,274769.45,887479.56,552707,300,1,2,4,1,5,150000000,4,58.61784925
5,100,274769.45,1694432.54,4082801,300,1,2,4,1,5,1500000000,4,170.3277051
5,0.1,274769.45,763076.36,14787,308,1,2,4,1,5,1500000,4,14.87481813
5,1,274769.45,793774.2,143091,308,1,2,4,1,5,15000000,4,21.40322033
5,1,274769.45,794894.2,143091,316,1,2,4,1,5,15000000,4,22.52403084
5,10,274769.45,896113.56,552707,316,1,2,4,1,5,150000000,4,45.417544
5,0.1,274769.45,763246.36,14787,324,1,2,4,1,5,1500000,4,17.62668085
5,1,274769.45,795454.2,143091,324,1,2,4,1,5,15000000,4,22.54085522
5,100,274769.45,1774172.54,4082801,324,1,2,4,1,5,1500000000,4,220.3688128
5,1,274769.45,796292.2,143091,332,1,2,4,1,5,15000000,4,20.95344448
5,10,274769.45,901511.56,552707,332,1,2,4,1,5,150000000,4,53.87629619
5,100,274769.45,1798094.54,4082801,332,1,2,4,1,5,1500000000,4,185.8478183
