% 500 Queries for each compute version
@RELATION TRAININGDATA
@ATTRIBUTE numberTables NUMERIC
@ATTRIBUTE selectivity NUMERIC
@ATTRIBUTE postgesEstCostMin NUMERIC
@ATTRIBUTE postgesEstCostMax NUMERIC
@ATTRIBUTE postgesEstNumRows NUMERIC
@ATTRIBUTE postgesEstWidth NUMERIC
@ATTRIBUTE myriaConsumerCount NUMERIC
@ATTRIBUTE myriaShuffleCount NUMERIC
@ATTRIBUTE myriaJoinCount NUMERIC
@ATTRIBUTE myriaProducerCount NUMERIC
@ATTRIBUTE myriaScanCount NUMERIC
@ATTRIBUTE shuffleLoad NUMERIC
@ATTRIBUTE numberOfWorkers NUMERIC
@ATTRIBUTE realTime NUMERIC
@DATA
5,1,274769.45,796572.2,143091,340,1,2,4,1,5,15000000,4,18.2675085
5,10,274769.45,902591.56,552707,340,1,2,4,1,5,150000000,4,54.57689363
5,0.1,274769.45,763360.36,14787,348,1,2,4,1,5,1500000,4,16.63675899
5,1,274769.45,796572.2,143091,348,1,2,4,1,5,15000000,4,22.36171465
5,10,274769.45,902591.56,552707,348,1,2,4,1,5,150000000,4,50.09751206
5,100,274769.45,1806068.54,4082801,348,1,2,4,1,5,1500000000,4,181.8586785
5,0.1,274769.45,763478.36,14787,356,1,2,4,1,5,1500000,4,14.42733884
5,10,274769.45,906909.56,552707,356,1,2,4,1,5,150000000,4,46.99909
5,10,274769.45,911229.56,552707,364,1,2,4,1,5,150000000,4,47.749361
5,10,274769.45,915545.56,552707,372,1,2,4,1,5,150000000,4,77.8075065
5,0.1,274769.45,763824.36,14787,380,1,2,4,1,5,1500000,4,16.13734218
5,1,274769.45,801044.2,143091,380,1,2,4,1,5,15000000,4,25.43792628
5,10,274769.45,919863.56,552707,380,1,2,4,1,5,150000000,4,48.67991
5,100,274769.45,1933660.54,4082801,380,1,2,4,1,5,1500000000,4,231.1925095
5,100,274769.45,1965556.54,4082801,388,1,2,4,1,5,1500000000,4,226.470199
5,10,274769.45,928501.56,552707,396,1,2,4,1,5,150000000,4,49.878143
5,100,274769.45,1997452.54,4082801,396,1,2,4,1,5,1500000000,4,256.7331498
5,0.1,274769.45,764172.36,14787,404,1,2,4,1,5,1500000,4,16.74108876
5,10,274769.45,932817.56,552707,404,1,2,4,1,5,150000000,4,69.46214212
5,0.1,274769.45,764286.36,14787,412,1,2,4,1,5,1500000,4,19.81644883
5,0.1,274769.45,764400.36,14787,420,1,2,4,1,5,1500000,4,16.40613246
5,10,274769.45,941453.56,552707,420,1,2,4,1,5,150000000,4,58.36716869
5,0.1,274769.45,764518.36,14787,428,1,2,4,1,5,1500000,4,17.83569704
5,100,274769.45,2156940.54,4082801,436,1,2,4,1,5,1500000000,4,233.0204898
5,10,274769.45,954407.56,552707,444,1,2,4,1,5,150000000,4,65.76565828
5,1,274769.45,811104.2,143091,452,1,2,4,1,5,15000000,4,26.46761215
5,0.1,274769.45,764982.36,14787,460,1,2,4,1,5,1500000,4,14.64382796
5,10,274769.45,963045.56,552707,460,1,2,4,1,5,150000000,4,55.719677
5,1,274769.45,813340.2,143091,468,1,2,4,1,5,15000000,4,28.13379999
5,100,274769.45,2284524.54,4082801,468,1,2,4,1,5,1500000000,4,283.4704235
5,10,274769.45,967361.56,552707,476,1,2,4,1,5,150000000,4,62.46410934
5,100,274769.45,2284524.54,4082801,476,1,2,4,1,5,1500000000,4,252.4418422
5,10,276234.45,970291.56,552707,484,1,2,4,1,5,150000000,4,54.999251
5,100,276234.45,2287454.54,4082801,484,1,2,4,1,5,1500000000,4,260.994588
5,0.1,277699.45,770956.36,14787,492,1,2,4,1,5,1500000,4,19.12725061
5,1,279164.45,822130.2,143091,500,1,2,4,1,5,15000000,4,27.87586886
5,0.1,282094.45,779746.36,14787,516,1,2,4,1,5,1500000,4,27.12582741
5,10,282094.45,982011.56,552707,516,1,2,4,1,5,150000000,4,92.25693717
5,100,282094.45,2299174.54,4082801,516,1,2,4,1,5,1500000000,4,278.2583539
5,0.1,282094.45,779774.36,14787,524,1,2,4,1,5,1500000,4,16.3722271
5,1,282094.45,828270.2,143091,524,1,2,4,1,5,15000000,4,26.63947893
5,10,282094.45,983091.56,552707,524,1,2,4,1,5,150000000,4,67.74552658
5,0.1,283559.45,782734.36,14787,532,1,2,4,1,5,1500000,4,18.81117867
5,10,285024.45,991109.56,552707,540,1,2,4,1,5,150000000,4,66.21931089
5,100,285024.45,2328956.54,4082801,540,1,2,4,1,5,1500000000,4,276.8273997
5,10,286489.45,995119.56,552707,548,1,2,4,1,5,150000000,4,64.53915036
5,10,287954.45,999129.56,552707,556,1,2,4,1,5,150000000,4,71.81260771
5,1,287954.45,841666.2,143091,564,1,2,4,1,5,15000000,4,25.550907
5,10,287954.45,1001287.56,552707,564,1,2,4,1,5,150000000,4,68.86955202
5,10,288930.45,1005399.56,552707,572,1,2,4,1,5,150000000,4,62.85544073
5,0.1,289907.45,795688.36,14787,580,1,2,4,1,5,1500000,4,18.70735993
5,1,289907.45,846690.2,143091,580,1,2,4,1,5,15000000,4,26.55090103
5,10,289907.45,1009513.56,552707,580,1,2,4,1,5,150000000,4,72.4389845
5,0.1,290883.45,797624.42,14787,588,1,2,4,1,5,1500000,4,17.66825664
5,1,290883.45,848486.74,143091,588,1,2,4,1,5,15000000,4,26.02617924
5,1,290883.45,849322.74,143091,596,1,2,4,1,5,15000000,4,22.65587711
5,0.1,291859.45,799750.42,14787,604,1,2,4,1,5,1500000,4,17.78010239
5,0.1,292836.45,801790.42,14787,612,1,2,4,1,5,1500000,4,17.76134579
5,10,292836.45,1024484.02,552707,612,1,2,4,1,5,150000000,4,75.13343154
6,0.1,256303.45,707118.81,14787,50,1,2,5,1,6,1500000,4,8.487119046
6,100,266557.45,1357323.54,4082801,101,1,2,5,1,6,1500000000,4,111.9672872
6,1,273393.45,765255.2,143091,151,1,2,5,1,6,15000000,4,11.32010046
6,10,273393.45,840076.56,552707,151,1,2,5,1,6,150000000,4,24.78376331
6,100,273393.45,1474659.54,4082801,151,1,2,5,1,6,1500000000,4,120.0772299
6,10,280229.45,874258.56,552707,202,1,2,5,1,6,150000000,4,25.07333457
6,0.1,283647.45,763629.36,14787,252,1,2,5,1,6,1500000,4,11.72986683
6,1,283647.45,798341.2,143091,252,1,2,5,1,6,15000000,4,16.16149603
6,10,283647.45,909162.56,552707,252,1,2,5,1,6,150000000,4,28.524907
6,0.1,285112.45,766614.81,14787,259,1,2,5,1,6,1500000,4,10.94322775
6,10,285112.45,914165.21,552707,259,1,2,5,1,6,150000000,4,32.57317432
6,100,285112.45,1872250.05,4082801,259,1,2,5,1,6,1500000000,4,125.4805325
6,0.1,285112.45,766614.81,14787,266,1,2,5,1,6,1500000,4,10.63432642
6,1,285112.45,801807.79,143091,266,1,2,5,1,6,15000000,4,16.45188489
6,0.1,286577.45,769544.81,14787,273,1,2,5,1,6,1500000,4,13.58565063
6,10,286577.45,917095.21,552707,273,1,2,5,1,6,150000000,4,29.97066624
6,100,286577.45,1875180.05,4082801,273,1,2,5,1,6,1500000000,4,137.4210822
6,1,288042.45,807667.79,143091,280,1,2,5,1,6,15000000,4,14.07674015
6,10,288042.45,920025.21,552707,280,1,2,5,1,6,150000000,4,37.54551759
6,100,288042.45,1878110.05,4082801,280,1,2,5,1,6,1500000000,4,140.4593272
6,0.1,289506.45,775402.81,14787,287,1,2,5,1,6,1500000,4,11.55605843
6,1,289506.45,810595.79,143091,287,1,2,5,1,6,15000000,4,15.13870621
6,10,289506.45,922953.21,552707,287,1,2,5,1,6,150000000,4,36.30706806
6,100,289506.45,1881038.05,4082801,287,1,2,5,1,6,1500000000,4,147.0514861
6,0.1,290971.45,778416.26,14787,294,1,2,5,1,6,1500000,4,11.97713951
6,1,290971.45,814340.38,143091,294,1,2,5,1,6,15000000,4,17.35175769
6,100,290971.45,1907252.55,4082801,294,1,2,5,1,6,1500000000,4,153.8875304
6,0.1,292435.45,781344.26,14787,301,1,2,5,1,6,1500000,4,12.59941091
6,100,292435.45,1910180.55,4082801,301,1,2,5,1,6,1500000000,4,159.1436758
6,0.1,292435.45,781374.26,14787,308,1,2,5,1,6,1500000,4,13.46339588
6,100,292435.45,1918154.55,4082801,308,1,2,5,1,6,1500000000,4,164.5503825
6,0.1,293900.45,784332.26,14787,315,1,2,5,1,6,1500000,4,13.45781643
6,10,293900.45,937051.86,552707,315,1,2,5,1,6,150000000,4,45.27601304
6,100,293900.45,1929058.55,4082801,315,1,2,5,1,6,1500000000,4,164.2969576
6,0.1,294876.45,786416.2,14787,322,1,2,5,1,6,1500000,4,13.5842178
6,1,294876.45,823985.83,143091,322,1,2,5,1,6,15000000,4,17.42714714
6,100,294876.45,1967372.56,4082801,322,1,2,5,1,6,1500000000,4,166.7669472
6,1,294876.45,824543.83,143091,329,1,2,5,1,6,15000000,4,17.20771806
6,10,294876.45,946085.4,552707,329,1,2,5,1,6,150000000,4,44.83376984
6,100,294876.45,1983320.56,4082801,329,1,2,5,1,6,1500000000,4,171.6876816
6,1,295853.45,827055.83,143091,336,1,2,5,1,6,15000000,4,18.13028531
6,0.1,296829.45,790598.13,14787,343,1,2,5,1,6,1500000,4,18.35666601
6,1,296829.45,830561.29,143091,343,1,2,5,1,6,15000000,4,22.33546393
6,10,296829.45,958152.93,552707,343,1,2,5,1,6,150000000,4,52.19677276
6,1,297806.45,833355.29,143091,350,1,2,5,1,6,15000000,4,22.78250895
6,1,298294.45,835886.74,143091,357,1,2,5,1,6,15000000,4,22.52177451
6,100,298294.45,2118702.57,4082801,357,1,2,5,1,6,1500000000,4,200.0429763
6,100,298294.45,2126676.57,4082801,362,1,2,5,1,6,1500000000,4,203.4181301
6,1,298294.45,837558.74,143091,370,1,2,5,1,6,15000000,4,22.36548595
6,100,298294.45,2166546.57,4082801,370,1,2,5,1,6,1500000000,4,218.018356
6,10,298294.45,981116.46,552707,378,1,2,5,1,6,150000000,4,54.37954035
6,1,298294.45,839516.74,143091,386,1,2,5,1,6,15000000,4,26.57386577
6,10,298294.45,984352.46,552707,386,1,2,5,1,6,150000000,4,45.49715591
6,100,298294.45,2222364.57,4082801,386,1,2,5,1,6,1500000000,4,216.7126169
6,0.1,298294.45,794206.07,14787,394,1,2,5,1,6,1500000,4,14.9103356
6,0.1,298294.45,794236.07,14787,402,1,2,5,1,6,1500000,4,15.38422916
6,1,298294.45,840356.74,143091,402,1,2,5,1,6,15000000,4,20.32990673
6,10,298294.45,987592.46,552707,410,1,2,5,1,6,150000000,4,56.72560198
6,0.1,298294.45,794380.07,14787,418,1,2,5,1,6,1500000,4,16.57914498
6,10,298294.45,992990.46,552707,418,1,2,5,1,6,150000000,4,49.73506991
6,100,298294.45,2326032.57,4082801,426,1,2,5,1,6,1500000000,4,234.2974824
6,0.1,298294.45,794814.07,14787,442,1,2,5,1,6,1500000,4,15.26576274
6,1,298294.45,845946.74,143091,442,1,2,5,1,6,15000000,4,25.71645626
6,10,298294.45,1009182.46,552707,442,1,2,5,1,6,150000000,4,65.78635658
6,0.1,298294.45,794960.07,14787,450,1,2,5,1,6,1500000,4,16.63617208
6,1,298294.45,847344.74,143091,450,1,2,5,1,6,15000000,4,22.81101641
6,10,298294.45,1014580.46,552707,450,1,2,5,1,6,150000000,4,62.84774709
6,0.1,298294.45,795104.07,14787,458,1,2,5,1,6,1500000,4,15.87060496
6,10,298294.45,1025378.46,552707,466,1,2,5,1,6,150000000,4,55.68878339
6,1,298294.45,851534.74,143091,474,1,2,5,1,6,15000000,4,24.06307789
6,0.1,298294.45,795534.07,14787,482,1,2,5,1,6,1500000,4,14.92455299
6,1,298294.45,852934.74,143091,482,1,2,5,1,6,15000000,4,21.69579541
6,10,298294.45,1036170.46,552707,482,1,2,5,1,6,150000000,4,63.58653598
6,100,298294.45,2605126.57,4082801,482,1,2,5,1,6,1500000000,4,273.6990092
6,0.1,298294.45,795680.07,14787,490,1,2,5,1,6,1500000,4,15.3208887
6,1,298294.45,854328.74,143091,490,1,2,5,1,6,15000000,4,22.54853903
6,10,298294.45,1041570.46,552707,490,1,2,5,1,6,150000000,4,59.89595782
6,100,298294.45,2644998.57,4082801,490,1,2,5,1,6,1500000000,4,276.6418644
6,0.1,298294.45,795824.07,14787,498,1,2,5,1,6,1500000,4,15.29421009
6,1,298294.45,855726.74,143091,498,1,2,5,1,6,15000000,4,22.61945756
6,10,298294.45,1046968.46,552707,498,1,2,5,1,6,150000000,4,60.20373617
6,100,298294.45,2684872.57,4082801,498,1,2,5,1,6,1500000000,4,286.2925693
6,1,298294.45,857124.74,143091,506,1,2,5,1,6,15000000,4,20.69808918
6,10,298294.45,1052362.46,552707,506,1,2,5,1,6,150000000,4,63.53451902
6,1,298294.45,858524.74,143091,514,1,2,5,1,6,15000000,4,23.05784062
6,10,298294.45,1057760.46,552707,514,1,2,5,1,6,150000000,4,68.97080973
6,100,298294.45,2764616.57,4082801,514,1,2,5,1,6,1500000000,4,286.0279805
6,1,298294.45,859916.74,143091,522,1,2,5,1,6,15000000,4,20.90098217
6,10,298294.45,1063160.46,552707,522,1,2,5,1,6,150000000,4,68.16988852
6,0.1,298294.45,796402.07,14787,530,1,2,5,1,6,1500000,4,17.27087813
6,1,298294.45,861316.74,143091,530,1,2,5,1,6,15000000,4,21.18154409
6,10,298294.45,1068558.46,552707,530,1,2,5,1,6,150000000,4,70.20539655
6,0.1,298294.45,796402.07,14787,538,1,2,5,1,6,1500000,4,17.96564549
6,100,298294.45,2844356.57,4082801,538,1,2,5,1,6,1500000000,4,296.9757353
6,0.1,299759.45,799332.07,14787,546,1,2,5,1,6,1500000,4,15.79421993
6,1,299759.45,864246.74,143091,546,1,2,5,1,6,15000000,4,24.66070146
6,100,299759.45,2847286.57,4082801,546,1,2,5,1,6,1500000000,4,308.7270431
6,1,301224.45,867176.74,143091,554,1,2,5,1,6,15000000,4,22.39432846
6,10,301224.45,1074418.46,552707,554,1,2,5,1,6,150000000,4,78.22129764
6,0.1,302689.45,805192.07,14787,562,1,2,5,1,6,1500000,4,18.40639152
6,1,302689.45,870106.74,143091,562,1,2,5,1,6,15000000,4,25.29693841
6,100,302689.45,2853146.57,4082801,562,1,2,5,1,6,1500000000,4,302.7543517
6,10,304154.45,1080278.46,552707,570,1,2,5,1,6,150000000,4,69.02778862
6,0.1,305619.45,811052.07,14787,578,1,2,5,1,6,1500000,4,20.28679294
6,10,305619.45,1083208.46,552707,578,1,2,5,1,6,150000000,4,76.3358719
6,100,305619.45,2859006.57,4082801,578,1,2,5,1,6,1500000000,4,311.5691486
6,0.1,305619.45,811082.07,14787,586,1,2,5,1,6,1500000,4,16.48578341
6,1,305619.45,876246.74,143091,586,1,2,5,1,6,15000000,4,24.73546499
6,1,307084.45,879454.74,143091,594,1,2,5,1,6,15000000,4,27.4386861
6,10,307084.45,1088296.46,552707,594,1,2,5,1,6,150000000,4,75.46958069
6,100,307084.45,2877884.57,4082801,594,1,2,5,1,6,1500000000,4,318.7486859
6,10,308549.45,1092306.46,552707,602,1,2,5,1,6,150000000,4,74.99425093
6,100,308549.45,2888788.57,4082801,602,1,2,5,1,6,1500000000,4,324.2337042
6,10,310014.45,1096316.46,552707,610,1,2,5,1,6,150000000,4,71.95272762
6,100,310014.45,2899692.57,4082801,610,1,2,5,1,6,1500000000,4,341.0290036
6,0.1,311479.45,822918.07,14787,618,1,2,5,1,6,1500000,4,20.47535054
6,1,311479.45,889084.74,143091,618,1,2,5,1,6,15000000,4,26.11870674
6,10,311479.45,1100326.46,552707,618,1,2,5,1,6,150000000,4,83.14425544
6,10,311479.45,1102484.46,552707,626,1,2,5,1,6,150000000,4,75.21123352
6,100,311479.45,2926546.57,4082801,626,1,2,5,1,6,1500000000,4,334.9090393
6,1,312455.45,892152.74,143091,634,1,2,5,1,6,15000000,4,25.25738279
6,100,312455.45,2944446.57,4082801,634,1,2,5,1,6,1500000000,4,355.717835
6,0.1,313432.45,826996.07,14787,642,1,2,5,1,6,1500000,4,20.17605328
6,1,313432.45,894666.74,143091,642,1,2,5,1,6,15000000,4,28.10548295
6,10,314408.45,1112056.93,552707,650,1,2,5,1,6,150000000,4,85.39586655
6,0.1,314408.45,829020.13,14787,658,1,2,5,1,6,1500000,4,19.28604128
6,1,314408.45,897299.29,143091,658,1,2,5,1,6,15000000,4,24.66608344
6,10,314408.45,1115292.93,552707,658,1,2,5,1,6,150000000,4,80.52197533
6,0.1,315384.45,831058.13,14787,666,1,2,5,1,6,1500000,4,20.14494978
6,1,315384.45,900089.29,143091,666,1,2,5,1,6,15000000,4,25.88625342
6,10,315384.45,1120484.93,552707,666,1,2,5,1,6,150000000,4,82.03711232
6,100,315384.45,3009632.56,4082801,666,1,2,5,1,6,1500000000,4,362.3971345
6,0.1,316361.45,833098.13,14787,674,1,2,5,1,6,1500000,4,20.55105721
6,10,316361.45,1125678.93,552707,674,1,2,5,1,6,150000000,4,93.36010979
6,100,316361.45,3035508.56,4082801,674,1,2,5,1,6,1500000000,4,387.5713138
6,1,316361.45,904003.29,143091,682,1,2,5,1,6,15000000,4,27.07104089
2,0.1,82081.55,468280.65,49096,51,1,2,1,1,2,1000000,6,7.694998638
2,1,82081.55,479668.65,522327,51,1,2,1,1,2,10000000,6,6.761324871
2,10,82081.55,499811.82,1359445,51,1,2,1,1,2,100000000,6,7.083186311
2,100,82081.55,682725.15,10000023,51,1,2,1,1,2,1000000000,6,16.91361124
2,0.1,83545.55,471392.76,49096,58,1,2,1,1,2,1000000,6,6.220482379
2,100,83545.55,723153.24,10000023,58,1,2,1,1,2,1000000000,6,21.30813853
2,0.1,85010.55,474322.76,49096,65,1,2,1,1,2,1000000,6,5.136810769
2,100,85010.55,726083.24,10000023,65,1,2,1,1,2,1000000000,6,23.10843506
2,0.1,85010.55,474322.76,49096,72,1,2,1,1,2,1000000,6,6.148120094
2,100,85010.55,726083.24,10000023,72,1,2,1,1,2,1000000000,6,22.33173547
2,0.1,87940.55,480278.76,49096,94,1,2,1,1,2,1000000,6,6.547471863
2,10,87940.55,519281.74,1359445,94,1,2,1,1,2,100000000,6,13.3051302
2,100,87940.55,751475.24,10000023,94,1,2,1,1,2,1000000000,6,35.20776613
2,100,87940.55,771005.24,10000023,102,1,2,1,1,2,1000000000,6,31.89421551
2,10,87940.55,524593.74,1359445,110,1,2,1,1,2,100000000,6,12.99652734
2,100,87940.55,790537.24,10000023,110,1,2,1,1,2,1000000000,6,36.56057945
2,10,87940.55,527247.74,1359445,118,1,2,1,1,2,100000000,6,13.29655797
2,100,87940.55,810069.24,10000023,118,1,2,1,1,2,1000000000,6,37.60615314
2,0.1,87940.55,480662.76,49096,126,1,2,1,1,2,1000000,6,5.927366154
2,1,87940.55,498445.38,522327,126,1,2,1,1,2,10000000,6,6.617196234
2,0.1,87940.55,480662.76,49096,134,1,2,1,1,2,1000000,6,6.817948046
2,1,87940.55,498445.38,522327,134,1,2,1,1,2,10000000,6,6.910384139
2,10,87940.55,529903.74,1359445,134,1,2,1,1,2,100000000,6,13.7892907
2,100,87940.55,829599.24,10000023,134,1,2,1,1,2,1000000000,6,52.80646643
2,1,87940.55,499465.38,522327,142,1,2,1,1,2,10000000,6,6.778155227
2,100,87940.55,849131.24,10000023,142,1,2,1,1,2,1000000000,6,47.36914661
2,1,87940.55,501507.38,522327,158,1,2,1,1,2,10000000,6,6.990115316
2,10,87940.55,537867.74,1359445,158,1,2,1,1,2,100000000,6,13.6484578
2,100,87940.55,888193.24,10000023,158,1,2,1,1,2,1000000000,6,49.90197936
2,1,87940.55,502527.38,522327,166,1,2,1,1,2,10000000,6,7.510832841
2,10,87940.55,540523.74,1359445,166,1,2,1,1,2,100000000,6,12.3262249
2,100,87940.55,907725.24,10000023,166,1,2,1,1,2,1000000000,6,60.07173683
2,0.1,87940.55,481142.76,49096,174,1,2,1,1,2,1000000,6,5.921474819
2,1,87940.55,503547.38,522327,174,1,2,1,1,2,10000000,6,7.240189625
2,0.1,87940.55,481238.76,49096,182,1,2,1,1,2,1000000,6,7.212896662
2,1,87940.55,504567.38,522327,182,1,2,1,1,2,10000000,6,9.349518149
2,1,87940.55,505587.38,522327,190,1,2,1,1,2,10000000,6,10.53623123
2,1,87940.55,506607.38,522327,198,1,2,1,1,2,10000000,6,8.174256897
2,100,87940.55,985851.24,10000023,198,1,2,1,1,2,1000000000,6,63.71194473
2,0.1,87940.55,481526.76,49096,206,1,2,1,1,2,1000000,6,6.091109435
2,10,87940.55,553799.74,1359445,206,1,2,1,1,2,100000000,6,15.58376777
2,0.1,87940.55,481620.76,49096,214,1,2,1,1,2,1000000,6,6.900950725
2,100,87940.55,1024913.24,10000023,214,1,2,1,1,2,1000000000,6,69.62536895
2,10,87940.55,559109.74,1359445,222,1,2,1,1,2,100000000,6,17.31914462
2,0.1,87940.55,481812.76,49096,230,1,2,1,1,2,1000000,6,6.747992261
2,1,87940.55,510687.38,522327,230,1,2,1,1,2,10000000,6,8.197020855
2,100,87940.55,1063975.24,10000023,230,1,2,1,1,2,1000000000,6,71.72405978
2,0.1,87940.55,481908.76,49096,238,1,2,1,1,2,1000000,6,5.965241172
2,1,87940.55,511707.38,522327,238,1,2,1,1,2,10000000,6,8.635937407
2,10,87940.55,567075.74,1359445,246,1,2,1,1,2,100000000,6,16.30261358
2,10,87940.55,569729.74,1359445,254,1,2,1,1,2,100000000,6,19.92730975
2,100,87940.55,1122569.24,10000023,254,1,2,1,1,2,1000000000,6,74.06478189
2,10,89405.55,572659.74,1359445,270,1,2,1,1,2,100000000,6,17.82816378
2,100,89405.55,1125499.24,10000023,270,1,2,1,1,2,1000000000,6,76.98131119
2,0.1,90870.55,487960.76,49096,278,1,2,1,1,2,1000000,6,6.481354166
2,1,90870.55,519609.38,522327,278,1,2,1,1,2,10000000,6,11.7707589
2,10,92334.55,578517.74,1359445,286,1,2,1,1,2,100000000,6,15.47587423
2,100,92334.55,1131357.24,10000023,286,1,2,1,1,2,1000000000,6,79.4834773
2,0.1,93799.55,493818.76,49096,294,1,2,1,1,2,1000000,6,7.0595545
2,10,93799.55,581447.74,1359445,294,1,2,1,1,2,100000000,6,19.12112022
2,100,93799.55,1134287.24,10000023,294,1,2,1,1,2,1000000000,6,76.75601429
2,0.1,95264.55,496748.76,49096,302,1,2,1,1,2,1000000,6,7.103332166
2,10,95264.55,584377.74,1359445,302,1,2,1,1,2,100000000,6,19.51105184
2,100,95264.55,1137217.24,10000023,302,1,2,1,1,2,1000000000,6,82.00131254
3,0.1,150890.55,544411.57,49096,51,1,2,2,1,3,1000000,6,5.371165017
3,1,150890.55,569886.19,522327,51,1,2,2,1,3,10000000,6,5.607768697
3,100,150890.55,1055052.61,10000023,51,1,2,2,1,3,1000000000,6,25.78665752
3,100,161144.55,1174780.53,10000023,101,1,2,2,1,3,1000000000,6,29.63954249
3,1,162608.55,600462.19,522327,108,1,2,2,1,3,10000000,6,8.542309268
3,100,162608.55,1215208.61,10000023,108,1,2,2,1,3,1000000000,6,30.41506414
3,0.1,164073.55,571449.57,49096,115,1,2,2,1,3,1000000,6,6.843534369
3,10,164073.55,659897.72,1359445,115,1,2,2,1,3,100000000,6,12.43756943
3,100,164073.55,1218138.61,10000023,115,1,2,2,1,3,1000000000,6,32.67522702
3,0.1,164073.55,571449.57,49096,122,1,2,2,1,3,1000000,6,7.245246839
3,1,164073.55,603392.19,522327,122,1,2,2,1,3,10000000,6,7.795866852
3,1,165538.55,606322.19,522327,129,1,2,2,1,3,10000000,6,9.014376634
3,1,167003.55,609252.19,522327,136,1,2,2,1,3,10000000,6,9.73170622
3,0.1,168468.55,580519.68,49096,143,1,2,2,1,3,1000000,6,8.619525177
3,1,168468.55,615162.92,522327,143,1,2,2,1,3,10000000,6,10.78787212
3,10,168468.55,676439.64,1359445,143,1,2,2,1,3,100000000,6,15.61771727
3,100,168468.55,1283958.7,10000023,143,1,2,2,1,3,1000000000,6,45.87303701
3,10,168468.55,676439.64,1359445,150,1,2,2,1,3,100000000,6,20.8738966
3,100,171397.55,1328880.7,10000023,164,1,2,2,1,3,1000000000,6,58.66998496
3,0.1,171397.55,586761.68,49096,172,1,2,2,1,3,1000000,6,9.395478986
3,10,171397.55,692919.64,1359445,172,1,2,2,1,3,100000000,6,16.6976155
3,100,171397.55,1407004.7,10000023,180,1,2,2,1,3,1000000000,6,63.45067703
3,1,171397.55,629180.92,522327,188,1,2,2,1,3,10000000,6,10.42345987
3,100,171397.55,1446068.7,10000023,188,1,2,2,1,3,1000000000,6,71.32889168
3,10,171397.55,708851.64,1359445,196,1,2,2,1,3,100000000,6,17.98150354
3,0.1,171397.55,587431.68,49096,204,1,2,2,1,3,1000000,6,10.3529646
3,1,171397.55,632240.92,522327,204,1,2,2,1,3,10000000,6,10.53552008
3,1,171397.55,632240.92,522327,212,1,2,2,1,3,10000000,6,12.98834047
3,10,171397.55,711507.64,1359445,212,1,2,2,1,3,100000000,6,21.06878521
3,100,171397.55,1504660.7,10000023,212,1,2,2,1,3,1000000000,6,71.23361733
3,0.1,171397.55,587623.68,49096,220,1,2,2,1,3,1000000,6,9.71753654
3,10,171397.55,716815.64,1359445,220,1,2,2,1,3,100000000,6,24.98662385
3,100,171397.55,1543722.7,10000023,220,1,2,2,1,3,1000000000,6,68.66592047
3,1,171397.55,636320.92,522327,228,1,2,2,1,3,10000000,6,10.6299038
3,10,171397.55,722127.64,1359445,228,1,2,2,1,3,100000000,6,19.52848072
3,100,171397.55,1582786.7,10000023,228,1,2,2,1,3,1000000000,6,73.3788567
3,0.1,171397.55,588007.68,49096,236,1,2,2,1,3,1000000,6,9.679132885
3,1,171397.55,638362.92,522327,236,1,2,2,1,3,10000000,6,11.09215292
3,100,171397.55,1621848.7,10000023,236,1,2,2,1,3,1000000000,6,81.62740319
3,0.1,171397.55,588199.68,49096,244,1,2,2,1,3,1000000,6,11.18323275
3,1,171397.55,640402.92,522327,244,1,2,2,1,3,10000000,6,11.11936532
3,10,171397.55,732747.64,1359445,244,1,2,2,1,3,100000000,6,22.3133917
3,10,171397.55,738057.64,1359445,252,1,2,2,1,3,100000000,6,29.72473271
3,0.1,171397.55,588583.68,49096,260,1,2,2,1,3,1000000,6,11.03799953
3,1,171397.55,644484.92,522327,260,1,2,2,1,3,10000000,6,12.087527
3,10,171397.55,743367.64,1359445,260,1,2,2,1,3,100000000,6,26.2818587
3,100,171397.55,1739036.7,10000023,260,1,2,2,1,3,1000000000,6,86.80347439
3,1,171397.55,646524.92,522327,268,1,2,2,1,3,10000000,6,11.39416894
3,10,171397.55,748679.64,1359445,268,1,2,2,1,3,100000000,6,25.76342328
3,1,171397.55,648564.92,522327,276,1,2,2,1,3,10000000,6,13.98987493
3,0.1,171397.55,589159.68,49096,284,1,2,2,1,3,1000000,6,10.74156564
3,1,171397.55,650604.92,522327,284,1,2,2,1,3,10000000,6,14.81487093
3,10,171397.55,764609.64,1359445,292,1,2,2,1,3,100000000,6,24.92042508
3,0.1,171397.55,589541.68,49096,300,1,2,2,1,3,1000000,6,11.22697145
3,100,171397.55,1934348.7,10000023,300,1,2,2,1,3,1000000000,6,93.47996352
3,100,171397.55,1973412.7,10000023,308,1,2,2,1,3,1000000000,6,102.6889303
3,1,171397.55,658764.92,522327,316,1,2,2,1,3,10000000,6,12.53968316
3,10,171397.55,780539.64,1359445,316,1,2,2,1,3,100000000,6,28.85692411
3,1,171397.55,660804.92,522327,324,1,2,2,1,3,10000000,6,15.50843465
3,0.1,171397.55,590309.68,49096,332,1,2,2,1,3,1000000,6,10.19623246
3,1,171397.55,662846.92,522327,332,1,2,2,1,3,10000000,6,16.72560137
3,100,171397.55,2090600.7,10000023,332,1,2,2,1,3,1000000000,6,111.6147065
3,10,171397.55,791159.64,1359445,340,1,2,2,1,3,100000000,6,26.63886747
