0,4.728164063
1,4.748574839
2,4.371025306
3,4.83872394
4,5.169072983
5,14.40318654
6,4.398895839
7,4.514651209
8,4.538327321
9,4.37510429
10,6.174982034
11,6.355957152
12,1.020851582
13,0.997622934
14,1.026739743
15,2.281271836
16,2.39194309
17,2.322383471
18,3.113830722
19,2.347970252
20,7.277968149
21,2.366623054
22,2.320841997
23,3.935106133
24,9.080630857
25,4.435688343
26,4.778340254
27,5.67311581
28,5.841994172
29,6.659285256
30,23.048250679
31,5.709566043
32,5.73172588
33,26.427650292
34,29.96860462
35,7.856530783
36,7.973511655
37,12.375806633
38,15.693370819
39,9.352259535
40,7.778201163
41,10.059202363
42,24.683375418
43,27.942101222
44,36.251433616
