0,9.188072013
1,9.225224622
2,9.290817685
3,24.571678648
4,11.550277285
5,9.687845064
6,39.24010601
7,9.248864755
8,11.140548366
9,48.966380129
10,0.224330509
11,0.167027989
12,0.165958499
13,0.857364226
14,0.857364226
15,0.122229225
16,0.122229225
17,0.122229225
18,0.438691541
19,0.400544174
20,0.402710046
21,0.612928164
22,0.612928164
23,0.612928164
24,0.612928164
25,0.612928164
26,0.612928164
27,0.612928164
28,0.612928164
29,10.619516613
30,10.825723387
31,42.43897589
32,44.214798264
33,64.63486064
34,18.839405622
35,12.163443373
36,20.635196729
37,13.137764008
38,10.734202574
39,15.753522585
40,11.675277571
41,18.802890163
42,13.101794611
43,72.864717746
44,24.793334346
45,24.976931923
46,12.554039151
47,26.878205637
48,15.221598513
49,109.194318326
50,27.27307875
51,15.965719149
52,12.497618142
53,15.039292007
54,10.156151095
55,19.759452513
56,12.00823278
57,74.098595822
58,11.426360218
59,11.921340535
60,12.426811098
61,12.565347799
62,14.787491281
63,13.226019586
64,33.169354308
65,16.430232064
66,12.582494843
67,132.407021416
68,34.481110219
69,147.503789213
70,33.908477048
71,167.309953507
72,12.742712036
73,12.714901306
74,12.745707107
75,10.414184727
76,15.877380207
77,10.947686696
78,22.916494292
79,12.647980672
80,79.761347562
81,25.403790675
82,92.258541623
83,11.497486516
84,28.607104846
85,98.302210984
86,12.554805388
87,12.638063374
88,37.348537416
89,16.942736523
90,16.218083754
91,37.876417719
92,12.731830356
93,12.732238402
94,222.625022188
95,46.256636039
96,243.109912601
97,250.021815602
98,12.800657578
99,266.461632753
