0,243,12.46715641
1,245,3.363348242
2,250,4.810135642
3,272,3.459281273
4,283,41.932898208
5,290,12.81171947
6,293,5.597487665
7,298,10.373372699
8,302,11.087797944
9,306,11.189503269
10,328,3.591014617
11,331,75.01207799
12,338,14.536200394
13,340,3.637113445
14,349,3.72634762
15,351,21.296162418
16,352,3.291373496
17,358,6.237580551
18,359,25.121672255
19,375,36.497076275
20,391,49.67137085
21,399,58.670002174
22,401,5.451487829
23,405,5.773648524
24,428,4.482101718
25,436,4.362873543
26,440,4.474565487
27,442,17.427641933
28,459,106.132545247
29,460,4.345585568
30,464,4.28717596
31,465,9.386703821
32,466,23.399600116
33,473,11.553344858
34,480,6.035898992
35,502,14.256832928
36,517,8.610159346
37,519,72.691508145
38,520,3.179077309
39,521,6.444576539
40,522,14.318394298
41,524,3.291128683
42,526,18.022762385
43,538,23.157185893
44,541,8.548583548
45,542,21.213786273
46,550,23.043616276
47,555,99.845748007
48,556,4.016458582
49,564,4.295838716
50,574,24.386530588
51,594,27.321855927
52,595,131.123173034
53,598,22.404216864
54,599,133.954163983
55,608,4.387781239
56,609,7.764566313
57,617,8.815130245
58,620,4.91899944
59,639,159.624971357
60,643,159.012728775
61,644,4.504561929
62,656,3.239353512
63,663,63.477553163
64,678,12.910942307
65,679,72.08563731
66,686,14.035750777
67,692,3.391521583
68,700,3.526931732
69,706,18.791851221
70,713,9.688430353
71,714,24.191514847
72,722,19.96606029
73,725,7.504936364
74,729,8.649135622
75,734,23.209713194
76,744,4.031502018
77,750,27.202070215
78,755,126.548673868
79,758,25.181812066
80,759,133.891497116
81,765,8.108109885
82,766,24.821938216
83,770,29.887494709
84,774,27.261897544
85,782,28.910435731
86,784,4.601501171
87,792,4.869696793
88,802,34.017167653
89,807,167.523696391
90,809,8.68223364
91,813,11.387073886
92,829,11.156887826
93,837,10.587299413
94,861,10.833435354
95,870,36.154016359
96,872,5.812165831
97,878,42.58747228
98,882,40.297299092
99,891,227.195778484
