0,243,7.985493614
1,245,3.225073116
2,250,5.137929045
3,272,3.703560835
4,283,30.509538702
5,290,8.574860239
6,293,5.686128239
7,298,14.558949364
8,302,12.293999296
9,306,9.954222926
10,328,3.938627689
11,331,41.13620147
12,338,11.914124927
13,340,4.057037369
14,349,3.56660916
15,351,15.480680887
16,352,4.503042522
17,358,5.7795462
18,359,16.730601927
19,375,28.444374255
20,391,29.812126736
21,399,34.514251397
22,401,5.368003218
23,405,5.561663579
24,428,4.945394544
25,436,5.751338689
26,440,5.898461321
27,442,14.85420079
28,459,64.570176058
29,460,4.9682733
30,464,8.356794368
31,465,7.663535423
32,466,17.915067212
33,473,8.54100792
34,480,5.781963585
35,502,12.091342719
36,517,6.7592766
37,519,49.823069594
38,520,3.401022421
39,521,6.65499575
40,522,11.952888628
41,524,4.927298237
42,526,12.596627945
43,538,14.732568335
44,541,6.989610428
45,542,13.780892468
46,550,14.382340693
47,555,66.550118231
48,556,4.153271175
49,564,4.583770986
50,574,16.013766925
51,594,17.993386797
52,595,77.131209698
53,598,25.318792686
54,599,78.484420548
55,608,4.749808834
56,609,7.978550008
57,617,9.26406264
58,620,7.150872578
59,639,96.803637161
60,643,95.01989011
61,644,4.798872995
62,656,3.373456292
63,663,41.464368297
64,678,11.552609938
65,679,47.746450099
66,686,12.119545848
67,692,3.477538662
68,700,3.495828615
69,706,15.214539341
70,713,7.546621499
71,714,14.87675752
72,722,13.8885574
73,725,7.403347953
74,729,7.207787999
75,734,15.068655536
76,744,4.233288043
77,750,18.407320414
78,755,80.823899395
79,758,19.236391455
80,759,82.987225146
81,765,7.999586587
82,766,22.728113329
83,770,21.020889427
84,774,18.203779172
85,782,19.843297192
86,784,7.184203068
87,792,4.98191955
88,802,25.688850704
89,807,103.961054274
90,809,7.794931463
91,813,9.193487341
92,829,8.514330322
93,837,9.196434755
94,861,11.442004873
95,870,25.368841585
96,872,6.035573736
97,878,28.152631847
98,882,29.490386236
99,891,135.263936897
