0,243,15.991943737
1,245,8.424706676
2,250,11.236823902
3,272,8.469830316
4,283,45.685769286
5,290,17.352232046
6,293,10.348064151
7,298,19.508101218
8,302,20.158036751
9,306,19.770785981
10,328,9.085722481
11,331,86.913005472
12,338,25.075341281
13,340,8.872834118
14,349,8.860262149
15,351,22.248179965
16,352,8.437070939
17,358,11.111681969
18,359,23.589848462
19,375,33.946495493
20,391,40.754239681
21,399,45.032640285
22,401,9.549824749
23,405,9.865428059
24,428,11.423092668
25,436,8.875323787
26,440,9.035532007
27,442,24.07952516
28,459,89.8861701
29,460,8.820872812
30,464,8.756069869
31,465,14.348965562
32,466,29.115780317
33,473,12.280790656
34,480,8.822221257
35,502,26.71401058
36,517,11.694652938
37,519,97.68776333
38,520,8.594834034
39,521,11.474827018
40,522,27.716099026
41,524,8.7825174
42,526,25.876846489
43,538,26.662409142
44,541,11.740575423
45,542,26.866407978
46,550,26.575569041
47,555,103.372243281
48,556,8.848303836
49,564,9.047749096
50,574,31.26029906
51,594,31.95951257
52,595,114.054337606
53,598,28.693235735
54,599,116.307933097
55,608,8.931749994
56,609,13.137612072
57,617,16.82412779
58,620,10.966229945
59,639,125.814578648
60,643,123.930698202
61,644,10.169828504
62,656,8.393455375
63,663,90.060534102
64,678,25.203408701
65,679,93.852622366
66,686,25.489421697
67,692,8.64302053
68,700,8.686627062
69,706,28.953371034
70,713,11.705219229
71,714,27.006037061
72,722,27.524561322
73,725,12.467738373
74,729,12.692278713
75,734,28.573014811
76,744,9.189409328
77,750,32.454597549
78,755,110.150083327
79,758,28.792315925
80,759,112.105494489
81,765,12.899785115
82,766,32.943192451
83,770,31.436064549
84,774,32.273523176
85,782,30.118844233
86,784,9.002242305
87,792,9.10343027
88,802,33.941682142
89,807,123.51016745
90,809,12.531487456
91,813,12.783469175
92,829,14.258513703
93,837,15.214132237
94,861,13.666801761
95,870,33.684741018
96,872,9.174448013
97,878,37.071318473
98,882,37.521250286
99,891,179.083817772
